Batch,Para1,Para2,Para3,Para4,Para5
284.0,0.0035211267605633804,0.0,0.014084507042253521,0.0035211267605633804,0.017605633802816902
285.0,0.0035087719298245615,0.0,0.014035087719298246,0.0035087719298245615,0.017543859649122806
286.0,0.0034965034965034965,0.0,0.013986013986013986,0.0034965034965034965,0.017482517482517484
287.0,0.003484320557491289,0.0,0.013937282229965157,0.003484320557491289,0.017421602787456445
288.0,0.003472222222222222,0.0,0.013888888888888888,0.003472222222222222,0.017361111111111112
289.0,0.0034602076124567475,0.0,0.01384083044982699,0.0034602076124567475,0.01730103806228374
290.0,0.0034482758620689655,0.0,0.013793103448275862,0.0034482758620689655,0.017241379310344827
291.0,0.003436426116838488,0.0,0.013745704467353952,0.003436426116838488,0.01718213058419244
292.0,0.003424657534246575,0.0,0.0136986301369863,0.003424657534246575,0.017123287671232876
293.0,0.0034129692832764505,0.0,0.013651877133105802,0.0034129692832764505,0.017064846416382253
294.0,0.003401360544217687,0.0,0.013605442176870748,0.003401360544217687,0.017006802721088437
295.0,0.003389830508474576,0.0,0.013559322033898305,0.003389830508474576,0.01694915254237288
296.0,0.0033783783783783786,0.0,0.013513513513513514,0.0033783783783783786,0.016891891891891893
297.0,0.003367003367003367,0.0,0.013468013468013467,0.003367003367003367,0.016835016835016835
298.0,0.003355704697986577,0.0,0.013422818791946308,0.003355704697986577,0.016778523489932886
299.0,0.0033444816053511705,0.0,0.013377926421404682,0.0033444816053511705,0.016722408026755852
300.0,0.0033333333333333335,0.0,0.013333333333333334,0.0033333333333333335,0.016666666666666666
301.0,0.0033222591362126247,0.0,0.013289036544850499,0.0033222591362126247,0.016611295681063124
302.0,0.0033112582781456954,0.0,0.013245033112582781,0.0033112582781456954,0.016556291390728478
303.0,0.0033003300330033004,0.0,0.013201320132013201,0.0033003300330033004,0.0165016501650165
304.0,0.003289473684210526,0.0,0.013157894736842105,0.003289473684210526,0.01644736842105263
305.0,0.003278688524590164,0.0,0.013114754098360656,0.003278688524590164,0.01639344262295082
306.0,0.0032679738562091504,0.0,0.013071895424836602,0.0032679738562091504,0.016339869281045753
307.0,0.003257328990228013,0.0,0.013029315960912053,0.003257328990228013,0.016286644951140065
308.0,0.003246753246753247,0.0,0.012987012987012988,0.003246753246753247,0.016233766233766232
309.0,0.003236245954692557,0.0,0.012944983818770227,0.003236245954692557,0.016181229773462782
310.0,0.0032258064516129032,0.0,0.012903225806451613,0.0032258064516129032,0.016129032258064516
311.0,0.003215434083601286,0.0,0.012861736334405145,0.003215434083601286,0.01607717041800643
312.0,0.003205128205128205,0.0,0.01282051282051282,0.003205128205128205,0.016025641025641024
313.0,0.003194888178913738,0.0,0.012779552715654952,0.003194888178913738,0.01597444089456869
314.0,0.0031847133757961785,0.0,0.012738853503184714,0.0031847133757961785,0.01592356687898089
315.0,0.0031746031746031746,0.0,0.012698412698412698,0.0031746031746031746,0.015873015873015872
316.0,0.0031645569620253164,0.0,0.012658227848101266,0.0031645569620253164,0.015822784810126583
317.0,0.0031545741324921135,0.0,0.012618296529968454,0.0031545741324921135,0.015772870662460567
318.0,0.0031446540880503146,0.0,0.012578616352201259,0.0031446540880503146,0.015723270440251572
319.0,0.003134796238244514,0.0,0.012539184952978056,0.003134796238244514,0.01567398119122257
320.0,0.003125,0.0,0.0125,0.003125,0.015625
321.0,0.003115264797507788,0.0,0.012461059190031152,0.003115264797507788,0.01557632398753894
322.0,0.006211180124223602,0.003105590062111801,0.012422360248447204,0.003105590062111801,0.015527950310559006
323.0,0.006191950464396285,0.0030959752321981426,0.01238390092879257,0.0030959752321981426,0.015479876160990712
324.0,0.006172839506172839,0.0030864197530864196,0.012345679012345678,0.0030864197530864196,0.015432098765432098
325.0,0.006153846153846154,0.003076923076923077,0.012307692307692308,0.003076923076923077,0.015384615384615385
326.0,0.006134969325153374,0.003067484662576687,0.012269938650306749,0.006134969325153374,0.015337423312883436
327.0,0.0061162079510703364,0.0030581039755351682,0.012232415902140673,0.0061162079510703364,0.01529051987767584
328.0,0.006097560975609756,0.003048780487804878,0.012195121951219513,0.006097560975609756,0.01524390243902439
329.0,0.0060790273556231,0.00303951367781155,0.0121580547112462,0.0060790273556231,0.015197568389057751
330.0,0.006060606060606061,0.0030303030303030303,0.012121212121212121,0.006060606060606061,0.015151515151515152
331.0,0.006042296072507553,0.0030211480362537764,0.012084592145015106,0.006042296072507553,0.015105740181268883
332.0,0.006024096385542169,0.0030120481927710845,0.012048192771084338,0.006024096385542169,0.015060240963855422
333.0,0.006006006006006006,0.003003003003003003,0.012012012012012012,0.006006006006006006,0.015015015015015015
334.0,0.005988023952095809,0.0029940119760479044,0.011976047904191617,0.005988023952095809,0.014970059880239521
335.0,0.008955223880597015,0.0029850746268656717,0.011940298507462687,0.005970149253731343,0.014925373134328358
336.0,0.008928571428571428,0.002976190476190476,0.011904761904761904,0.005952380952380952,0.01488095238095238
337.0,0.008902077151335312,0.002967359050445104,0.011869436201780416,0.005934718100890208,0.01483679525222552
338.0,0.008875739644970414,0.0029585798816568047,0.011834319526627219,0.005917159763313609,0.014792899408284023
339.0,0.008849557522123894,0.0029498525073746312,0.011799410029498525,0.0058997050147492625,0.014749262536873156
340.0,0.008823529411764706,0.0029411764705882353,0.011764705882352941,0.0058823529411764705,0.014705882352941176
341.0,0.008797653958944282,0.002932551319648094,0.011730205278592375,0.005865102639296188,0.01466275659824047
342.0,0.008771929824561403,0.0029239766081871343,0.011695906432748537,0.005847953216374269,0.014619883040935672
343.0,0.008746355685131196,0.0029154518950437317,0.011661807580174927,0.0058309037900874635,0.014577259475218658
344.0,0.00872093023255814,0.0029069767441860465,0.011627906976744186,0.005813953488372093,0.014534883720930232
345.0,0.008695652173913044,0.002898550724637681,0.011594202898550725,0.005797101449275362,0.014492753623188406
346.0,0.008670520231213872,0.002890173410404624,0.011560693641618497,0.005780346820809248,0.014450867052023121
347.0,0.008645533141210375,0.002881844380403458,0.011527377521613832,0.005763688760806916,0.01440922190201729
348.0,0.008620689655172414,0.0028735632183908046,0.011494252873563218,0.005747126436781609,0.014367816091954023
349.0,0.008595988538681949,0.0028653295128939827,0.011461318051575931,0.0057306590257879654,0.014326647564469915
350.0,0.008571428571428572,0.002857142857142857,0.011428571428571429,0.005714285714285714,0.014285714285714285
351.0,0.008547008547008548,0.002849002849002849,0.011396011396011397,0.005698005698005698,0.014245014245014245
352.0,0.008522727272727272,0.002840909090909091,0.011363636363636364,0.005681818181818182,0.014204545454545454
353.0,0.0084985835694051,0.0028328611898017,0.0113314447592068,0.0056657223796034,0.014164305949008499
354.0,0.00847457627118644,0.002824858757062147,0.011299435028248588,0.005649717514124294,0.014124293785310734
355.0,0.008450704225352112,0.0028169014084507044,0.011267605633802818,0.005633802816901409,0.014084507042253521
356.0,0.008426966292134831,0.0028089887640449437,0.011235955056179775,0.0056179775280898875,0.014044943820224719
357.0,0.008403361344537815,0.0028011204481792717,0.011204481792717087,0.0056022408963585435,0.014005602240896359
358.0,0.008379888268156424,0.002793296089385475,0.0111731843575419,0.00558659217877095,0.013966480446927373
359.0,0.008356545961002786,0.002785515320334262,0.011142061281337047,0.005571030640668524,0.013927576601671309
360.0,0.008333333333333333,0.002777777777777778,0.011111111111111112,0.005555555555555556,0.013888888888888888
361.0,0.008310249307479225,0.002770083102493075,0.0110803324099723,0.00554016620498615,0.013850415512465374
362.0,0.008287292817679558,0.0027624309392265192,0.011049723756906077,0.0055248618784530384,0.013812154696132596
363.0,0.008264462809917356,0.0027548209366391185,0.011019283746556474,0.005509641873278237,0.013774104683195593
