Batch,Speed,BatchQty,Para1Tgt,Para1,Para2Tgt,Para2,Para3,Para4,Para5,Para6,Para7,Para8,Para9,Para10,Para11,Para12,Para13,Para14,Para15,Para16,Para17,Para18,Para19,Para20,Para21,Para22,Para23
206,0.014634146341463415,0.0,0.004878048780487805,0.0,0.004878048780487805,0.0,0.0,0.01951219512195122,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.00975609756097561,0.0,0.0,0.00975609756097561,0.004878048780487805,0.0,0.014634146341463415,0.004878048780487805,0.00975609756097561,0.0,0.004878048780487805
207,0.014563106796116505,0.0,0.0048543689320388345,0.0,0.0048543689320388345,0.0,0.0,0.019417475728155338,0.0,0.0,0.0,0.0,0.024271844660194174,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.009708737864077669,0.0048543689320388345,0.0,0.014563106796116505,0.0048543689320388345,0.009708737864077669,0.0,0.0048543689320388345
208,0.014492753623188406,0.0,0.004830917874396135,0.0,0.004830917874396135,0.0,0.0,0.01932367149758454,0.0,0.0,0.0,0.0,0.024154589371980676,0.0,0.0,0.0,0.00966183574879227,0.0,0.0,0.00966183574879227,0.004830917874396135,0.0,0.014492753623188406,0.004830917874396135,0.00966183574879227,0.0,0.004830917874396135
209,0.014423076923076924,0.0,0.004807692307692308,0.0,0.004807692307692308,0.004807692307692308,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.02403846153846154,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.009615384615384616,0.004807692307692308,0.0,0.014423076923076924,0.004807692307692308,0.009615384615384616,0.0,0.004807692307692308
210,0.014354066985645933,0.0,0.004784688995215311,0.0,0.004784688995215311,0.004784688995215311,0.0,0.019138755980861243,0.0,0.0,0.0,0.0,0.023923444976076555,0.0,0.0,0.0,0.009569377990430622,0.0,0.0,0.009569377990430622,0.004784688995215311,0.0,0.014354066985645933,0.004784688995215311,0.009569377990430622,0.0,0.004784688995215311
211,0.014285714285714285,0.0,0.004761904761904762,0.0,0.004761904761904762,0.004761904761904762,0.0,0.01904761904761905,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.009523809523809525,0.0,0.0,0.009523809523809525,0.004761904761904762,0.0,0.014285714285714285,0.004761904761904762,0.009523809523809525,0.0,0.004761904761904762
212,0.014218009478672985,0.0,0.004739336492890996,0.0,0.004739336492890996,0.004739336492890996,0.0,0.018957345971563982,0.0,0.0,0.0,0.0,0.023696682464454975,0.0,0.0,0.0,0.009478672985781991,0.0,0.0,0.009478672985781991,0.004739336492890996,0.0,0.014218009478672985,0.004739336492890996,0.009478672985781991,0.0,0.004739336492890996
213,0.014150943396226415,0.0,0.0047169811320754715,0.0,0.0047169811320754715,0.0047169811320754715,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.02358490566037736,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.009433962264150943,0.0047169811320754715,0.0,0.014150943396226415,0.0047169811320754715,0.009433962264150943,0.0,0.0047169811320754715
214,0.014084507042253521,0.0,0.004694835680751174,0.0,0.004694835680751174,0.004694835680751174,0.0,0.018779342723004695,0.0,0.0,0.0,0.0,0.023474178403755867,0.0,0.0,0.0,0.009389671361502348,0.0,0.0,0.009389671361502348,0.004694835680751174,0.0,0.014084507042253521,0.004694835680751174,0.009389671361502348,0.0,0.004694835680751174
215,0.014018691588785047,0.0,0.004672897196261682,0.0,0.004672897196261682,0.004672897196261682,0.0,0.018691588785046728,0.0,0.0,0.0,0.0,0.02336448598130841,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.009345794392523364,0.004672897196261682,0.0,0.014018691588785047,0.004672897196261682,0.009345794392523364,0.0,0.004672897196261682
216,0.013953488372093023,0.0,0.004651162790697674,0.0,0.004651162790697674,0.004651162790697674,0.0,0.018604651162790697,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.009302325581395349,0.004651162790697674,0.0,0.009302325581395349,0.004651162790697674,0.0,0.018604651162790697,0.004651162790697674,0.009302325581395349,0.0,0.004651162790697674
217,0.013888888888888888,0.0,0.004629629629629629,0.0,0.004629629629629629,0.004629629629629629,0.004629629629629629,0.018518518518518517,0.0,0.0,0.0,0.0,0.023148148148148147,0.0,0.0,0.0,0.009259259259259259,0.004629629629629629,0.0,0.009259259259259259,0.004629629629629629,0.0,0.018518518518518517,0.004629629629629629,0.009259259259259259,0.0,0.004629629629629629
218,0.013824884792626729,0.0,0.004608294930875576,0.0,0.004608294930875576,0.004608294930875576,0.004608294930875576,0.018433179723502304,0.0,0.0,0.0,0.0,0.02304147465437788,0.0,0.0,0.0,0.009216589861751152,0.004608294930875576,0.0,0.009216589861751152,0.004608294930875576,0.0,0.018433179723502304,0.004608294930875576,0.009216589861751152,0.0,0.004608294930875576
219,0.013761467889908258,0.0,0.0045871559633027525,0.0,0.0045871559633027525,0.0045871559633027525,0.0045871559633027525,0.01834862385321101,0.0,0.0,0.0,0.0,0.022935779816513763,0.0,0.0,0.0,0.009174311926605505,0.0045871559633027525,0.0,0.009174311926605505,0.0045871559633027525,0.0,0.01834862385321101,0.0045871559633027525,0.009174311926605505,0.0,0.0045871559633027525
220,0.0136986301369863,0.0,0.0045662100456621,0.0,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0182648401826484,0.0,0.0,0.0,0.0,0.0228310502283105,0.0,0.0,0.0,0.0091324200913242,0.0045662100456621,0.0,0.0091324200913242,0.0045662100456621,0.0,0.0182648401826484,0.0045662100456621,0.0136986301369863,0.0,0.0045662100456621
221,0.013636363636363636,0.0,0.004545454545454545,0.0,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.01818181818181818,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.00909090909090909,0.004545454545454545,0.0,0.00909090909090909,0.004545454545454545,0.0,0.01818181818181818,0.004545454545454545,0.013636363636363636,0.0,0.004545454545454545
222,0.013574660633484163,0.0,0.004524886877828055,0.0,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.01809954751131222,0.0,0.0,0.0,0.0,0.02262443438914027,0.0,0.0,0.0,0.00904977375565611,0.004524886877828055,0.0,0.00904977375565611,0.004524886877828055,0.0,0.01809954751131222,0.004524886877828055,0.013574660633484163,0.0,0.004524886877828055
223,0.013513513513513514,0.0,0.0045045045045045045,0.0,0.0045045045045045045,0.0045045045045045045,0.0045045045045045045,0.018018018018018018,0.0,0.0,0.0,0.0,0.02252252252252252,0.0,0.0,0.0,0.009009009009009009,0.0045045045045045045,0.0,0.009009009009009009,0.0045045045045045045,0.0,0.018018018018018018,0.0045045045045045045,0.013513513513513514,0.0,0.0045045045045045045
224,0.013452914798206279,0.0,0.004484304932735426,0.0,0.004484304932735426,0.004484304932735426,0.004484304932735426,0.017937219730941704,0.0,0.0,0.0,0.0,0.02242152466367713,0.0,0.0,0.0,0.008968609865470852,0.004484304932735426,0.0,0.008968609865470852,0.004484304932735426,0.0,0.017937219730941704,0.004484304932735426,0.013452914798206279,0.0,0.004484304932735426
225,0.013392857142857142,0.0,0.004464285714285714,0.0,0.004464285714285714,0.004464285714285714,0.004464285714285714,0.017857142857142856,0.0,0.0,0.0,0.0,0.022321428571428572,0.0,0.0,0.0,0.008928571428571428,0.004464285714285714,0.0,0.008928571428571428,0.004464285714285714,0.0,0.017857142857142856,0.004464285714285714,0.013392857142857142,0.0,0.004464285714285714
226,0.013333333333333334,0.0,0.0044444444444444444,0.0,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.017777777777777778,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.008888888888888889,0.0044444444444444444,0.0,0.008888888888888889,0.0044444444444444444,0.0,0.017777777777777778,0.0044444444444444444,0.013333333333333334,0.0,0.0044444444444444444
227,0.01327433628318584,0.0,0.004424778761061947,0.0,0.004424778761061947,0.004424778761061947,0.004424778761061947,0.017699115044247787,0.0,0.0,0.0,0.0,0.022123893805309734,0.0,0.0,0.0,0.008849557522123894,0.004424778761061947,0.0,0.008849557522123894,0.004424778761061947,0.0,0.017699115044247787,0.004424778761061947,0.01327433628318584,0.0,0.004424778761061947
228,0.013215859030837005,0.0,0.004405286343612335,0.0,0.004405286343612335,0.004405286343612335,0.004405286343612335,0.01762114537444934,0.0,0.0,0.0,0.0,0.022026431718061675,0.0,0.0,0.0,0.00881057268722467,0.004405286343612335,0.0,0.00881057268722467,0.004405286343612335,0.0,0.01762114537444934,0.004405286343612335,0.013215859030837005,0.0,0.004405286343612335
229,0.013157894736842105,0.0,0.0043859649122807015,0.0,0.0043859649122807015,0.0043859649122807015,0.0043859649122807015,0.017543859649122806,0.0,0.0,0.0,0.0,0.021929824561403508,0.0,0.0,0.0,0.008771929824561403,0.0043859649122807015,0.0,0.008771929824561403,0.0043859649122807015,0.0,0.017543859649122806,0.0043859649122807015,0.013157894736842105,0.0,0.0043859649122807015
230,0.013100436681222707,0.0,0.004366812227074236,0.0,0.004366812227074236,0.004366812227074236,0.004366812227074236,0.017467248908296942,0.0,0.0,0.0,0.0,0.021834061135371178,0.0,0.0,0.0,0.008733624454148471,0.004366812227074236,0.0,0.008733624454148471,0.004366812227074236,0.0,0.017467248908296942,0.004366812227074236,0.013100436681222707,0.0,0.004366812227074236
231,0.013043478260869565,0.0,0.004347826086956522,0.0,0.004347826086956522,0.004347826086956522,0.004347826086956522,0.017391304347826087,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.008695652173913044,0.004347826086956522,0.0,0.008695652173913044,0.004347826086956522,0.0,0.017391304347826087,0.004347826086956522,0.013043478260869565,0.0,0.004347826086956522
232,0.012987012987012988,0.0,0.004329004329004329,0.0,0.004329004329004329,0.004329004329004329,0.004329004329004329,0.017316017316017316,0.0,0.0,0.0,0.0,0.021645021645021644,0.0,0.0,0.0,0.008658008658008658,0.004329004329004329,0.0,0.008658008658008658,0.004329004329004329,0.0,0.017316017316017316,0.004329004329004329,0.012987012987012988,0.0,0.004329004329004329
233,0.01293103448275862,0.0,0.004310344827586207,0.0,0.004310344827586207,0.004310344827586207,0.004310344827586207,0.017241379310344827,0.0,0.0,0.0,0.0,0.021551724137931036,0.0,0.0,0.0,0.008620689655172414,0.004310344827586207,0.0,0.008620689655172414,0.004310344827586207,0.0,0.017241379310344827,0.004310344827586207,0.01293103448275862,0.0,0.004310344827586207
234,0.012875536480686695,0.0,0.004291845493562232,0.0,0.004291845493562232,0.004291845493562232,0.004291845493562232,0.017167381974248927,0.0,0.0,0.0,0.0,0.02145922746781116,0.0,0.0,0.0,0.008583690987124463,0.004291845493562232,0.0,0.008583690987124463,0.004291845493562232,0.0,0.017167381974248927,0.004291845493562232,0.012875536480686695,0.0,0.004291845493562232
235,0.01282051282051282,0.0,0.004273504273504274,0.0,0.004273504273504274,0.004273504273504274,0.004273504273504274,0.017094017094017096,0.0,0.0,0.0,0.0,0.021367521367521368,0.0,0.0,0.0,0.008547008547008548,0.004273504273504274,0.0,0.008547008547008548,0.004273504273504274,0.0,0.017094017094017096,0.004273504273504274,0.01282051282051282,0.0,0.004273504273504274
236,0.01276595744680851,0.0,0.00425531914893617,0.0,0.00425531914893617,0.00425531914893617,0.00425531914893617,0.01702127659574468,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.00851063829787234,0.00425531914893617,0.0,0.00851063829787234,0.00425531914893617,0.0,0.01702127659574468,0.00425531914893617,0.01276595744680851,0.0,0.00425531914893617
237,0.012711864406779662,0.0,0.00423728813559322,0.0,0.00423728813559322,0.00423728813559322,0.00423728813559322,0.01694915254237288,0.0,0.0,0.0,0.0,0.0211864406779661,0.0,0.0,0.0,0.00847457627118644,0.00423728813559322,0.0,0.00847457627118644,0.00423728813559322,0.0,0.01694915254237288,0.00423728813559322,0.012711864406779662,0.0,0.00423728813559322
238,0.012658227848101266,0.0,0.004219409282700422,0.0,0.004219409282700422,0.004219409282700422,0.004219409282700422,0.016877637130801686,0.0,0.0,0.0,0.0,0.02109704641350211,0.0,0.0,0.0,0.008438818565400843,0.004219409282700422,0.0,0.008438818565400843,0.004219409282700422,0.0,0.016877637130801686,0.004219409282700422,0.012658227848101266,0.0,0.004219409282700422
239,0.012605042016806723,0.0,0.004201680672268907,0.0,0.004201680672268907,0.004201680672268907,0.004201680672268907,0.01680672268907563,0.0,0.0,0.0,0.0,0.02100840336134454,0.004201680672268907,0.004201680672268907,0.0,0.008403361344537815,0.004201680672268907,0.0,0.008403361344537815,0.004201680672268907,0.0,0.01680672268907563,0.004201680672268907,0.012605042016806723,0.0,0.004201680672268907
240,0.012552301255230125,0.0,0.0041841004184100415,0.0,0.0041841004184100415,0.0041841004184100415,0.0041841004184100415,0.016736401673640166,0.0,0.0,0.0,0.0,0.02092050209205021,0.0041841004184100415,0.0041841004184100415,0.0,0.008368200836820083,0.0041841004184100415,0.0,0.008368200836820083,0.0041841004184100415,0.0,0.016736401673640166,0.0041841004184100415,0.012552301255230125,0.0,0.0041841004184100415
241,0.0125,0.0,0.004166666666666667,0.0,0.004166666666666667,0.004166666666666667,0.004166666666666667,0.016666666666666666,0.0,0.0,0.0,0.0,0.020833333333333332,0.004166666666666667,0.004166666666666667,0.0,0.008333333333333333,0.004166666666666667,0.0,0.008333333333333333,0.004166666666666667,0.0,0.016666666666666666,0.004166666666666667,0.0125,0.0,0.004166666666666667
242,0.012448132780082987,0.0,0.004149377593360996,0.0,0.004149377593360996,0.004149377593360996,0.004149377593360996,0.016597510373443983,0.0,0.0,0.0,0.0,0.02074688796680498,0.004149377593360996,0.004149377593360996,0.0,0.008298755186721992,0.004149377593360996,0.0,0.008298755186721992,0.004149377593360996,0.0,0.016597510373443983,0.004149377593360996,0.012448132780082987,0.0,0.004149377593360996
243,0.012396694214876033,0.0,0.004132231404958678,0.0,0.004132231404958678,0.004132231404958678,0.004132231404958678,0.01652892561983471,0.0,0.0,0.0,0.0,0.02066115702479339,0.004132231404958678,0.004132231404958678,0.0,0.008264462809917356,0.004132231404958678,0.0,0.008264462809917356,0.004132231404958678,0.0,0.01652892561983471,0.004132231404958678,0.012396694214876033,0.0,0.004132231404958678
244,0.012345679012345678,0.0,0.00411522633744856,0.0,0.00411522633744856,0.00411522633744856,0.00411522633744856,0.01646090534979424,0.0,0.0,0.0,0.0,0.0205761316872428,0.00411522633744856,0.00411522633744856,0.0,0.00823045267489712,0.00411522633744856,0.0,0.00823045267489712,0.00411522633744856,0.0,0.01646090534979424,0.00411522633744856,0.012345679012345678,0.0,0.00411522633744856
245,0.012295081967213115,0.0,0.004098360655737705,0.0,0.004098360655737705,0.004098360655737705,0.004098360655737705,0.01639344262295082,0.0,0.0,0.0,0.0,0.020491803278688523,0.004098360655737705,0.004098360655737705,0.0,0.00819672131147541,0.004098360655737705,0.0,0.00819672131147541,0.004098360655737705,0.0,0.01639344262295082,0.004098360655737705,0.012295081967213115,0.0,0.004098360655737705
246,0.012244897959183673,0.0,0.004081632653061225,0.0,0.004081632653061225,0.004081632653061225,0.004081632653061225,0.0163265306122449,0.0,0.0,0.0,0.0,0.02040816326530612,0.004081632653061225,0.004081632653061225,0.0,0.00816326530612245,0.004081632653061225,0.0,0.00816326530612245,0.004081632653061225,0.0,0.0163265306122449,0.004081632653061225,0.012244897959183673,0.0,0.004081632653061225
247,0.012195121951219513,0.0,0.0040650406504065045,0.0,0.0040650406504065045,0.0040650406504065045,0.0040650406504065045,0.016260162601626018,0.0,0.0,0.0,0.0,0.02032520325203252,0.0040650406504065045,0.0040650406504065045,0.0,0.008130081300813009,0.0040650406504065045,0.0,0.008130081300813009,0.0040650406504065045,0.0,0.016260162601626018,0.0040650406504065045,0.012195121951219513,0.0,0.0040650406504065045
248,0.012145748987854251,0.0,0.004048582995951417,0.0,0.004048582995951417,0.004048582995951417,0.004048582995951417,0.016194331983805668,0.0,0.0,0.0,0.0,0.020242914979757085,0.004048582995951417,0.004048582995951417,0.0,0.008097165991902834,0.004048582995951417,0.0,0.008097165991902834,0.004048582995951417,0.0,0.016194331983805668,0.004048582995951417,0.012145748987854251,0.0,0.004048582995951417
249,0.012096774193548387,0.0,0.004032258064516129,0.0,0.004032258064516129,0.004032258064516129,0.004032258064516129,0.016129032258064516,0.0,0.0,0.0,0.0,0.020161290322580645,0.004032258064516129,0.004032258064516129,0.0,0.008064516129032258,0.004032258064516129,0.0,0.008064516129032258,0.004032258064516129,0.0,0.016129032258064516,0.004032258064516129,0.012096774193548387,0.0,0.004032258064516129
250,0.012048192771084338,0.0,0.004016064257028112,0.0,0.004016064257028112,0.004016064257028112,0.004016064257028112,0.01606425702811245,0.0,0.0,0.0,0.0,0.020080321285140562,0.004016064257028112,0.004016064257028112,0.0,0.008032128514056224,0.004016064257028112,0.0,0.008032128514056224,0.004016064257028112,0.0,0.01606425702811245,0.004016064257028112,0.012048192771084338,0.0,0.004016064257028112
251,0.012,0.0,0.004,0.0,0.004,0.004,0.004,0.016,0.0,0.0,0.0,0.0,0.02,0.004,0.004,0.0,0.008,0.004,0.0,0.008,0.004,0.0,0.016,0.004,0.012,0.0,0.004
252,0.01195219123505976,0.0,0.00398406374501992,0.0,0.00398406374501992,0.00398406374501992,0.00398406374501992,0.01593625498007968,0.0,0.0,0.0,0.0,0.0199203187250996,0.00398406374501992,0.00398406374501992,0.0,0.00796812749003984,0.00398406374501992,0.0,0.00796812749003984,0.00398406374501992,0.0,0.01593625498007968,0.00398406374501992,0.01195219123505976,0.0,0.00398406374501992
253,0.011904761904761904,0.0,0.003968253968253968,0.0,0.003968253968253968,0.003968253968253968,0.003968253968253968,0.015873015873015872,0.0,0.0,0.0,0.0,0.01984126984126984,0.003968253968253968,0.003968253968253968,0.0,0.007936507936507936,0.003968253968253968,0.0,0.007936507936507936,0.003968253968253968,0.0,0.015873015873015872,0.003968253968253968,0.011904761904761904,0.0,0.003968253968253968
254,0.011857707509881422,0.0,0.003952569169960474,0.0,0.003952569169960474,0.003952569169960474,0.003952569169960474,0.015810276679841896,0.0,0.0,0.0,0.0,0.019762845849802372,0.003952569169960474,0.003952569169960474,0.0,0.007905138339920948,0.003952569169960474,0.0,0.007905138339920948,0.003952569169960474,0.0,0.015810276679841896,0.003952569169960474,0.011857707509881422,0.0,0.003952569169960474
255,0.011811023622047244,0.0,0.003937007874015748,0.0,0.003937007874015748,0.003937007874015748,0.003937007874015748,0.015748031496062992,0.0,0.0,0.0,0.0,0.01968503937007874,0.003937007874015748,0.003937007874015748,0.0,0.007874015748031496,0.003937007874015748,0.0,0.007874015748031496,0.003937007874015748,0.0,0.015748031496062992,0.003937007874015748,0.011811023622047244,0.0,0.003937007874015748
256,0.011764705882352941,0.0,0.00392156862745098,0.0,0.00392156862745098,0.00392156862745098,0.00392156862745098,0.01568627450980392,0.0,0.0,0.0,0.0,0.0196078431372549,0.00392156862745098,0.00392156862745098,0.0,0.00784313725490196,0.00392156862745098,0.0,0.00784313725490196,0.00392156862745098,0.0,0.01568627450980392,0.00392156862745098,0.011764705882352941,0.0,0.00392156862745098
257,0.01171875,0.0,0.00390625,0.0,0.00390625,0.00390625,0.00390625,0.015625,0.0,0.0,0.0,0.0,0.01953125,0.00390625,0.00390625,0.0,0.0078125,0.00390625,0.0,0.0078125,0.00390625,0.0,0.015625,0.00390625,0.01171875,0.0,0.00390625
258,0.011673151750972763,0.0,0.0038910505836575876,0.0,0.0038910505836575876,0.0038910505836575876,0.0038910505836575876,0.01556420233463035,0.0,0.0,0.0,0.0,0.019455252918287938,0.0038910505836575876,0.0038910505836575876,0.0,0.007782101167315175,0.0038910505836575876,0.0,0.007782101167315175,0.0038910505836575876,0.0,0.01556420233463035,0.0038910505836575876,0.011673151750972763,0.0,0.0038910505836575876
259,0.011627906976744186,0.0,0.003875968992248062,0.0,0.003875968992248062,0.003875968992248062,0.003875968992248062,0.015503875968992248,0.0,0.0,0.0,0.0,0.01937984496124031,0.003875968992248062,0.003875968992248062,0.0,0.007751937984496124,0.003875968992248062,0.0,0.007751937984496124,0.003875968992248062,0.0,0.015503875968992248,0.003875968992248062,0.011627906976744186,0.0,0.003875968992248062
260,0.011583011583011582,0.0,0.003861003861003861,0.0,0.003861003861003861,0.003861003861003861,0.003861003861003861,0.015444015444015444,0.0,0.0,0.0,0.0,0.019305019305019305,0.003861003861003861,0.003861003861003861,0.0,0.007722007722007722,0.003861003861003861,0.0,0.007722007722007722,0.003861003861003861,0.0,0.015444015444015444,0.003861003861003861,0.011583011583011582,0.0,0.003861003861003861
261,0.011538461538461539,0.0,0.0038461538461538464,0.0,0.0038461538461538464,0.0038461538461538464,0.0038461538461538464,0.015384615384615385,0.0,0.0038461538461538464,0.0038461538461538464,0.0,0.019230769230769232,0.0038461538461538464,0.0038461538461538464,0.0,0.007692307692307693,0.0038461538461538464,0.0,0.007692307692307693,0.0038461538461538464,0.0,0.015384615384615385,0.0038461538461538464,0.011538461538461539,0.0,0.0038461538461538464
262,0.011494252873563218,0.0,0.0038314176245210726,0.0,0.0038314176245210726,0.0038314176245210726,0.0038314176245210726,0.01532567049808429,0.0,0.0038314176245210726,0.0038314176245210726,0.0,0.019157088122605363,0.0038314176245210726,0.0038314176245210726,0.0,0.007662835249042145,0.0038314176245210726,0.0,0.007662835249042145,0.0038314176245210726,0.0,0.01532567049808429,0.0038314176245210726,0.011494252873563218,0.0,0.0038314176245210726
263,0.011450381679389313,0.0,0.003816793893129771,0.0,0.003816793893129771,0.003816793893129771,0.003816793893129771,0.015267175572519083,0.0,0.003816793893129771,0.003816793893129771,0.0,0.019083969465648856,0.003816793893129771,0.003816793893129771,0.0,0.007633587786259542,0.003816793893129771,0.0,0.007633587786259542,0.003816793893129771,0.0,0.015267175572519083,0.003816793893129771,0.011450381679389313,0.0,0.003816793893129771
264,0.011406844106463879,0.0,0.0038022813688212928,0.0,0.0038022813688212928,0.0038022813688212928,0.0038022813688212928,0.015209125475285171,0.0,0.0038022813688212928,0.0038022813688212928,0.0,0.019011406844106463,0.0038022813688212928,0.0038022813688212928,0.0,0.0076045627376425855,0.0038022813688212928,0.0,0.0076045627376425855,0.0038022813688212928,0.0,0.015209125475285171,0.0038022813688212928,0.011406844106463879,0.0,0.0038022813688212928
265,0.011363636363636364,0.0,0.003787878787878788,0.0,0.003787878787878788,0.003787878787878788,0.003787878787878788,0.015151515151515152,0.0,0.003787878787878788,0.003787878787878788,0.0,0.01893939393939394,0.003787878787878788,0.003787878787878788,0.0,0.007575757575757576,0.003787878787878788,0.0,0.007575757575757576,0.003787878787878788,0.0,0.015151515151515152,0.003787878787878788,0.011363636363636364,0.0,0.003787878787878788
266,0.011320754716981131,0.0,0.0037735849056603774,0.0,0.0037735849056603774,0.0037735849056603774,0.0037735849056603774,0.01509433962264151,0.0,0.0037735849056603774,0.0037735849056603774,0.0,0.018867924528301886,0.0037735849056603774,0.0037735849056603774,0.0,0.007547169811320755,0.0037735849056603774,0.0,0.007547169811320755,0.0037735849056603774,0.0,0.01509433962264151,0.0037735849056603774,0.011320754716981131,0.0,0.0037735849056603774
267,0.011278195488721804,0.0,0.0037593984962406013,0.0,0.0037593984962406013,0.0037593984962406013,0.0037593984962406013,0.015037593984962405,0.0,0.0037593984962406013,0.0037593984962406013,0.0,0.018796992481203006,0.0037593984962406013,0.0037593984962406013,0.0,0.007518796992481203,0.0037593984962406013,0.0,0.007518796992481203,0.0037593984962406013,0.0,0.015037593984962405,0.0037593984962406013,0.011278195488721804,0.0,0.0037593984962406013
268,0.011235955056179775,0.0,0.003745318352059925,0.0,0.003745318352059925,0.003745318352059925,0.003745318352059925,0.0149812734082397,0.0,0.003745318352059925,0.003745318352059925,0.0,0.018726591760299626,0.003745318352059925,0.003745318352059925,0.0,0.00749063670411985,0.003745318352059925,0.0,0.00749063670411985,0.003745318352059925,0.0,0.0149812734082397,0.003745318352059925,0.011235955056179775,0.0,0.003745318352059925
269,0.011194029850746268,0.0,0.0037313432835820895,0.0,0.0037313432835820895,0.0037313432835820895,0.0037313432835820895,0.014925373134328358,0.0,0.0037313432835820895,0.0037313432835820895,0.0,0.018656716417910446,0.0037313432835820895,0.0037313432835820895,0.0,0.007462686567164179,0.007462686567164179,0.0,0.007462686567164179,0.0037313432835820895,0.0,0.014925373134328358,0.0037313432835820895,0.011194029850746268,0.0,0.0037313432835820895
270,0.011152416356877323,0.0,0.0037174721189591076,0.0,0.0037174721189591076,0.0037174721189591076,0.0037174721189591076,0.01486988847583643,0.0,0.0037174721189591076,0.0037174721189591076,0.0,0.01858736059479554,0.0037174721189591076,0.0037174721189591076,0.0,0.007434944237918215,0.007434944237918215,0.0,0.007434944237918215,0.0037174721189591076,0.0,0.01486988847583643,0.0037174721189591076,0.011152416356877323,0.0,0.0037174721189591076
271,0.011111111111111112,0.0,0.003703703703703704,0.0,0.003703703703703704,0.003703703703703704,0.003703703703703704,0.014814814814814815,0.0,0.003703703703703704,0.003703703703703704,0.0,0.018518518518518517,0.003703703703703704,0.003703703703703704,0.0,0.007407407407407408,0.007407407407407408,0.0,0.007407407407407408,0.003703703703703704,0.0,0.014814814814814815,0.003703703703703704,0.011111111111111112,0.0,0.003703703703703704
272,0.01107011070110701,0.0,0.0036900369003690036,0.0,0.0036900369003690036,0.0036900369003690036,0.0036900369003690036,0.014760147601476014,0.0,0.0036900369003690036,0.0036900369003690036,0.0,0.01845018450184502,0.0036900369003690036,0.0036900369003690036,0.0,0.007380073800738007,0.007380073800738007,0.0,0.007380073800738007,0.0036900369003690036,0.0,0.014760147601476014,0.0036900369003690036,0.01107011070110701,0.0,0.0036900369003690036
273,0.011029411764705883,0.0,0.003676470588235294,0.0,0.003676470588235294,0.003676470588235294,0.003676470588235294,0.014705882352941176,0.0,0.003676470588235294,0.003676470588235294,0.0,0.01838235294117647,0.003676470588235294,0.003676470588235294,0.0,0.007352941176470588,0.007352941176470588,0.0,0.007352941176470588,0.003676470588235294,0.0,0.014705882352941176,0.003676470588235294,0.011029411764705883,0.0,0.003676470588235294
274,0.01098901098901099,0.0,0.003663003663003663,0.0,0.003663003663003663,0.003663003663003663,0.003663003663003663,0.014652014652014652,0.0,0.003663003663003663,0.003663003663003663,0.0,0.018315018315018316,0.003663003663003663,0.003663003663003663,0.0,0.007326007326007326,0.007326007326007326,0.0,0.007326007326007326,0.003663003663003663,0.0,0.014652014652014652,0.003663003663003663,0.01098901098901099,0.0,0.003663003663003663
275,0.010948905109489052,0.0,0.0036496350364963502,0.0,0.0036496350364963502,0.0036496350364963502,0.0036496350364963502,0.014598540145985401,0.0,0.0036496350364963502,0.0036496350364963502,0.0,0.01824817518248175,0.0036496350364963502,0.0036496350364963502,0.0,0.0072992700729927005,0.0072992700729927005,0.0,0.0072992700729927005,0.0036496350364963502,0.0,0.014598540145985401,0.0036496350364963502,0.010948905109489052,0.0,0.0036496350364963502
276,0.01090909090909091,0.0,0.0036363636363636364,0.0,0.0036363636363636364,0.0036363636363636364,0.0036363636363636364,0.014545454545454545,0.0,0.0036363636363636364,0.0036363636363636364,0.0,0.01818181818181818,0.0036363636363636364,0.0036363636363636364,0.0,0.007272727272727273,0.007272727272727273,0.0,0.007272727272727273,0.0036363636363636364,0.0,0.014545454545454545,0.0036363636363636364,0.01090909090909091,0.0,0.0036363636363636364
277,0.010869565217391304,0.0,0.0036231884057971015,0.0,0.0036231884057971015,0.0036231884057971015,0.0036231884057971015,0.014492753623188406,0.0,0.0036231884057971015,0.0036231884057971015,0.0,0.018115942028985508,0.0036231884057971015,0.0036231884057971015,0.0,0.007246376811594203,0.007246376811594203,0.0,0.007246376811594203,0.0036231884057971015,0.0,0.014492753623188406,0.0036231884057971015,0.010869565217391304,0.0,0.0036231884057971015
